string_external_id,abundance,ENSPID,UniProtID,MolecularWeight
9606.ENSP00000335632,173.0,ENSP00000335632,Q99653,22456.0
9606.ENSP00000274712,173.0,ENSP00000274712,Q96NC0,23612.0
9606.ENSP00000328773,173.0,ENSP00000328773,O94992,40623.0
9606.ENSP00000423067,173.0,ENSP00000423067,,
9606.ENSP00000387699,173.0,ENSP00000387699,P16220,35136.0
9606.ENSP00000359484,173.0,ENSP00000359484,Q8IYB5,50386.0
9606.ENSP00000257181,173.0,ENSP00000257181,Q8NAV1,37477.0
9606.ENSP00000297338,173.0,ENSP00000297338,O60216,71690.0
9606.ENSP00000311677,173.0,ENSP00000311677,Q12972,38479.0
9606.ENSP00000327436,173.0,ENSP00000327436,Q86TU7,67257.0
9606.ENSP00000340823,172.0,ENSP00000340823,P13984,28380.0
9606.ENSP00000278422,172.0,ENSP00000278422,Q9Y320,34038.0
9606.ENSP00000265164,172.0,ENSP00000265164,P55212,33310.0
9606.ENSP00000276590,172.0,ENSP00000276590,Q53H82,32806.0
9606.ENSP00000231238,172.0,ENSP00000231238,Q99614,33526.0
9606.ENSP00000407182,172.0,ENSP00000407182,O14787,101388.0
9606.ENSP00000241502,172.0,ENSP00000241502,Q96QD9,35818.0
9606.ENSP00000347408,172.0,ENSP00000347408,Q9Y2T2,46939.0
9606.ENSP00000341779,172.0,ENSP00000341779,P36873,36984.0
9606.ENSP00000262633,172.0,ENSP00000262633,Q9BTD8,50414.0
9606.ENSP00000263735,172.0,ENSP00000263735,P16422,34932.0
9606.ENSP00000380557,172.0,ENSP00000380557,Q9ULX6,71640.0
9606.ENSP00000252599,172.0,ENSP00000252599,Q8NBJ5,71636.0
9606.ENSP00000314441,172.0,ENSP00000314441,Q9UBP6,31471.0
9606.ENSP00000301585,172.0,ENSP00000301585,Q14197,23630.0
9606.ENSP00000450864,172.0,ENSP00000450864,Q6IN85,95368.0
9606.ENSP00000265000,172.0,ENSP00000265000,Q86SF2,75389.0
9606.ENSP00000272424,172.0,ENSP00000272424,Q9Y3C4,19661.0
9606.ENSP00000246747,172.0,ENSP00000246747,P36404,20878.0
9606.ENSP00000226004,172.0,ENSP00000226004,P51452,20478.0
9606.ENSP00000313854,172.0,ENSP00000313854,Q96KA5,62229.0
9606.ENSP00000261813,172.0,ENSP00000261813,O60925,14210.0
9606.ENSP00000334538,172.0,ENSP00000334538,Q8WXA9,59380.0
9606.ENSP00000455625,172.0,ENSP00000455625,P56211,12323.0
9606.ENSP00000362931,172.0,ENSP00000362931,Q96SB4,74325.0
9606.ENSP00000399805,172.0,ENSP00000399805,Q08257,35207.0
9606.ENSP00000338034,172.0,ENSP00000338034,Q8WW59,23098.0
9606.ENSP00000300030,172.0,ENSP00000300030,Q9H5X1,18355.0
9606.ENSP00000377969,172.0,ENSP00000377969,P35269,58240.0
9606.ENSP00000395654,172.0,ENSP00000395654,P51532,184646.0
9606.ENSP00000300659,172.0,ENSP00000300659,Q12968,115594.0
9606.ENSP00000405620,172.0,ENSP00000405620,Q7L2E3,133938.0
9606.ENSP00000366557,172.0,ENSP00000366557,Q9BZJ0,100452.0
9606.ENSP00000470298,172.0,ENSP00000470298,,
9606.ENSP00000263847,172.0,ENSP00000263847,P22059,89421.0
9606.ENSP00000259037,172.0,ENSP00000259037,O43674,21750.0
9606.ENSP00000340454,172.0,ENSP00000340454,P52306,66317.0
9606.ENSP00000473631,172.0,ENSP00000473631,Q13217,57580.0
9606.ENSP00000329002,172.0,ENSP00000329002,O00165,31621.0
9606.ENSP00000360412,172.0,ENSP00000360412,Q8WTT2,92548.0
9606.ENSP00000371101,172.0,ENSP00000371101,Q9BSC4,80302.0
9606.ENSP00000345096,172.0,ENSP00000345096,P20839,55406.0
9606.ENSP00000383938,172.0,ENSP00000383938,Q6UXH1,38192.0
9606.ENSP00000262644,172.0,ENSP00000262644,Q9NX62,38681.0
9606.ENSP00000332706,172.0,ENSP00000332706,Q00577,34911.0
9606.ENSP00000327255,172.0,ENSP00000327255,P35813,42448.0
9606.ENSP00000345575,172.0,ENSP00000345575,J3KPS0,45490.0
9606.ENSP00000268802,172.0,ENSP00000268802,Q9ULX3,46675.0
9606.ENSP00000347032,172.0,ENSP00000347032,Q8TBX8,47300.0
9606.ENSP00000358723,172.0,ENSP00000358723,P62834,20987.0
9606.ENSP00000264995,172.0,ENSP00000264995,P09001,38633.0
9606.ENSP00000365725,172.0,ENSP00000365725,Q8N2K0,45097.0
9606.ENSP00000419235,172.0,ENSP00000419235,Q9Y4C2,102126.0
9606.ENSP00000375649,172.0,ENSP00000375649,Q96S97,35274.0
9606.ENSP00000340796,172.0,ENSP00000340796,Q5BKZ1,65654.0
9606.ENSP00000399797,172.0,ENSP00000399797,Q9HCE1,113671.0
9606.ENSP00000244227,172.0,ENSP00000244227,Q8WVK2,18860.0
9606.ENSP00000341082,172.0,ENSP00000341082,Q9BYC9,17443.0
9606.ENSP00000258301,172.0,ENSP00000258301,O43752,29176.0
9606.ENSP00000301838,172.0,ENSP00000301838,Q13158,23279.0
9606.ENSP00000307705,172.0,ENSP00000307705,P10412,21865.0
9606.ENSP00000316338,172.0,ENSP00000316338,Q9UQB8,60868.0
9606.ENSP00000411409,172.0,ENSP00000411409,,
9606.ENSP00000388638,172.0,ENSP00000388638,Q96I25,44962.0
9606.ENSP00000225298,172.0,ENSP00000225298,Q9Y5J1,62004.0
9606.ENSP00000270583,172.0,ENSP00000270583,Q8TBB5,57892.0
9606.ENSP00000265872,172.0,ENSP00000265872,Q8IX12,132821.0
9606.ENSP00000380466,172.0,ENSP00000380466,Q16540,17781.0
9606.ENSP00000301244,172.0,ENSP00000301244,O43291,28228.0
9606.ENSP00000469413,172.0,ENSP00000469413,O96013,64072.0
9606.ENSP00000216484,171.0,ENSP00000216484,O15270,62924.0
9606.ENSP00000396301,171.0,ENSP00000396301,Q13123,65602.0
9606.ENSP00000355050,171.0,ENSP00000355050,Q8WYA6,65173.0
9606.ENSP00000368455,171.0,ENSP00000368455,P50583,16829.0
9606.ENSP00000357823,171.0,ENSP00000357823,Q9BYD2,30243.0
9606.ENSP00000345292,171.0,ENSP00000345292,Q9UGV2,41409.0
9606.ENSP00000479494,171.0,ENSP00000479494,Q5JVF3,46030.0
9606.ENSP00000400717,171.0,ENSP00000400717,Q14344,44050.0
9606.ENSP00000356405,171.0,ENSP00000356405,Q6P1J9,60577.0
9606.ENSP00000261880,171.0,ENSP00000261880,Q6PD74,34594.0
9606.ENSP00000354812,171.0,ENSP00000354812,Q5T280,42009.0
9606.ENSP00000468312,171.0,ENSP00000468312,O95834,70679.0
9606.ENSP00000335082,171.0,ENSP00000335082,Q658Y4,93909.0
9606.ENSP00000309565,171.0,ENSP00000309565,P07919,10739.0
9606.ENSP00000436621,171.0,ENSP00000436621,Q6P1X6,23889.0
9606.ENSP00000244230,171.0,ENSP00000244230,O00566,78864.0
9606.ENSP00000304903,171.0,ENSP00000304903,O95400,37646.0
9606.ENSP00000219150,171.0,ENSP00000219150,P31146,51026.0
9606.ENSP00000264908,171.0,ENSP00000264908,P12429,36375.0
9606.ENSP00000380734,171.0,ENSP00000380734,Q52LJ0,45547.0
9606.ENSP00000267257,171.0,ENSP00000267257,P49023,64505.0
9606.ENSP00000345282,171.0,ENSP00000345282,Q8TD30,57904.0
9606.ENSP00000379975,171.0,ENSP00000379975,Q13418,51419.0
9606.ENSP00000364037,171.0,ENSP00000364037,Q9NXF1,105674.0
9606.ENSP00000362918,171.0,ENSP00000362918,Q9Y5A9,62334.0
9606.ENSP00000441980,171.0,ENSP00000441980,Q9Y6K0,46554.0
9606.ENSP00000320236,171.0,ENSP00000320236,Q9Y584,20031.0
9606.ENSP00000260443,171.0,ENSP00000260443,Q9UHA3,19621.0
9606.ENSP00000216442,171.0,ENSP00000216442,Q9Y5K8,28263.0
9606.ENSP00000340944,171.0,ENSP00000340944,Q06124,68011.0
9606.ENSP00000376702,171.0,ENSP00000376702,P49447,27559.0
9606.ENSP00000304467,171.0,ENSP00000304467,P52888,78840.0
9606.ENSP00000364976,171.0,ENSP00000364976,P33552,9860.0
9606.ENSP00000298875,171.0,ENSP00000298875,Q9P2I0,88487.0
9606.ENSP00000296786,171.0,ENSP00000296786,Q8WVY7,36805.0
9606.ENSP00000362153,171.0,ENSP00000362153,Q13823,83655.0
9606.ENSP00000363944,171.0,ENSP00000363944,Q9Y4W2,83065.0
9606.ENSP00000368688,171.0,ENSP00000368688,Q5U5X0,11955.0
9606.ENSP00000439856,171.0,ENSP00000439856,Q8IWX8,103702.0
9606.ENSP00000325594,171.0,ENSP00000325594,Q96T51,79818.0
9606.ENSP00000258145,171.0,ENSP00000258145,P15586,62082.0
9606.ENSP00000371169,171.0,ENSP00000371169,Q9Y2P8,40843.0
9606.ENSP00000485061,171.0,ENSP00000485061,Q5K4L6,73550.0
9606.ENSP00000366032,171.0,ENSP00000366032,Q9UBI1,22151.0
9606.ENSP00000262710,171.0,ENSP00000262710,Q9UKV3,151862.0
9606.ENSP00000356056,171.0,ENSP00000356056,P63172,12452.0
9606.ENSP00000451828,171.0,ENSP00000451828,P31749,55686.0
9606.ENSP00000413908,171.0,ENSP00000413908,Q9Y276,47534.0
9606.ENSP00000222214,171.0,ENSP00000222214,Q92947,48127.0
9606.ENSP00000374562,171.0,ENSP00000374562,Q9P0S2,12293.0
9606.ENSP00000357055,171.0,ENSP00000357055,Q15121,15040.0
9606.ENSP00000417078,171.0,ENSP00000417078,Q9H2U1,114760.0
9606.ENSP00000220592,171.0,ENSP00000220592,Q9UKV8,97208.0
9606.ENSP00000262962,171.0,ENSP00000262962,Q9BW85,37086.0
9606.ENSP00000361186,171.0,ENSP00000361186,Q96S44,28160.0
9606.ENSP00000390722,171.0,ENSP00000390722,O43808,34567.0
9606.ENSP00000357005,171.0,ENSP00000357005,Q9Y624,32583.0
9606.ENSP00000446121,171.0,ENSP00000446121,A0A0M3HER1,24418.0
9606.ENSP00000253462,171.0,ENSP00000253462,Q9Y248,21428.0
9606.ENSP00000318165,171.0,ENSP00000318165,Q13438,75562.0
9606.ENSP00000360682,171.0,ENSP00000360682,Q9BUH6,21640.0
9606.ENSP00000286548,171.0,ENSP00000286548,P50148,42142.0
9606.ENSP00000225519,171.0,ENSP00000225519,Q9UHJ6,51505.0
9606.ENSP00000261396,171.0,ENSP00000261396,Q8WUM0,128979.0
9606.ENSP00000346890,171.0,ENSP00000346890,O43847,131701.0
9606.ENSP00000272430,171.0,ENSP00000272430,Q9BST9,62667.0
9606.ENSP00000482767,170.0,ENSP00000482767,,
9606.ENSP00000005386,170.0,ENSP00000005386,Q9H6T3,75719.0
9606.ENSP00000371155,170.0,ENSP00000371155,Q9BVL2,60897.0
9606.ENSP00000438886,170.0,ENSP00000438886,Q96JB5,56921.0
9606.ENSP00000412922,170.0,ENSP00000412922,,
9606.ENSP00000466718,170.0,ENSP00000466718,Q3MHD2,21701.0
9606.ENSP00000353549,170.0,ENSP00000353549,Q13042,71656.0
9606.ENSP00000297579,170.0,ENSP00000297579,A0A087WT20,67551.0
9606.ENSP00000319231,170.0,ENSP00000319231,Q53GA4,17092.0
9606.ENSP00000457243,170.0,ENSP00000457243,O60936,22629.0
9606.ENSP00000310596,170.0,ENSP00000310596,O15116,15179.0
9606.ENSP00000258201,170.0,ENSP00000258201,Q9Y613,126551.0
9606.ENSP00000300574,170.0,ENSP00000300574,P46108,33831.0
9606.ENSP00000355299,170.0,ENSP00000355299,A0A2U3TZM3,19104.0
9606.ENSP00000361140,170.0,ENSP00000361140,P14550,36573.0
9606.ENSP00000356272,170.0,ENSP00000356272,,
9606.ENSP00000410964,170.0,ENSP00000410964,O75477,39171.0
9606.ENSP00000358071,170.0,ENSP00000358071,Q9Y6Y8,111076.0
9606.ENSP00000457258,170.0,ENSP00000457258,Q8N543,63246.0
9606.ENSP00000349124,170.0,ENSP00000349124,Q9NY27,46898.0
9606.ENSP00000273047,170.0,ENSP00000273047,P20339,23659.0
9606.ENSP00000228136,170.0,ENSP00000228136,O00193,20333.0
9606.ENSP00000229238,170.0,ENSP00000229238,Q4U2R6,15095.0
9606.ENSP00000384886,170.0,ENSP00000384886,P13284,27964.0
9606.ENSP00000329471,170.0,ENSP00000329471,P24390,24542.0
9606.ENSP00000336752,170.0,ENSP00000336752,Q6UN15,66526.0
9606.ENSP00000292431,170.0,ENSP00000292431,Q96RE7,57258.0
9606.ENSP00000312311,170.0,ENSP00000312311,Q9H2W6,31705.0
9606.ENSP00000317714,170.0,ENSP00000317714,Q12846,34180.0
9606.ENSP00000389649,170.0,ENSP00000389649,P18859,12588.0
9606.ENSP00000296328,170.0,ENSP00000296328,O94888,54862.0
9606.ENSP00000411471,170.0,ENSP00000411471,Q9NUQ8,79745.0
9606.ENSP00000362730,170.0,ENSP00000362730,Q9NZJ7,41544.0
9606.ENSP00000417580,170.0,ENSP00000417580,Q2TAA2,27599.0
9606.ENSP00000339145,170.0,ENSP00000339145,Q14684,84428.0
9606.ENSP00000053468,170.0,ENSP00000053468,P82664,22999.0
9606.ENSP00000322716,170.0,ENSP00000322716,Q49A26,60547.0
9606.ENSP00000263256,170.0,ENSP00000263256,Q6ICB0,18263.0
9606.ENSP00000460964,170.0,ENSP00000460964,I3L448,38861.0
9606.ENSP00000395196,170.0,ENSP00000395196,Q5JPH6,58689.0
9606.ENSP00000425487,170.0,ENSP00000425487,O15327,104738.0
9606.ENSP00000386284,170.0,ENSP00000386284,P13716,36295.0
9606.ENSP00000230048,170.0,ENSP00000230048,Q9NPJ3,14960.0
9606.ENSP00000339916,170.0,ENSP00000339916,P53671,72232.0
9606.ENSP00000458762,170.0,ENSP00000458762,Q9HBL8,33344.0
9606.ENSP00000382328,170.0,ENSP00000382328,Q92802,67459.0
9606.ENSP00000321449,170.0,ENSP00000321449,Q9Y3A4,32334.0
9606.ENSP00000290401,170.0,ENSP00000290401,Q9Y639,44387.0
9606.ENSP00000385787,170.0,ENSP00000385787,Q99575,114709.0
9606.ENSP00000264896,170.0,ENSP00000264896,Q14108,54290.0
9606.ENSP00000252512,170.0,ENSP00000252512,Q9UIA9,123907.0
9606.ENSP00000258874,170.0,ENSP00000258874,P49914,23256.0
9606.ENSP00000323967,170.0,ENSP00000323967,Q969G3,46649.0
9606.ENSP00000346148,170.0,ENSP00000346148,Q13131,64009.0
9606.ENSP00000378851,170.0,ENSP00000378851,Q8NDC0,24269.0
9606.ENSP00000390625,170.0,ENSP00000390625,Q8WVV9,60083.0
9606.ENSP00000361219,170.0,ENSP00000361219,Q9UKN8,91982.0
9606.ENSP00000359025,170.0,ENSP00000359025,O00186,67764.0
9606.ENSP00000354687,170.0,ENSP00000354687,P03886,35661.0
9606.ENSP00000260643,170.0,ENSP00000260643,Q9HCU5,45468.0
9606.ENSP00000290354,170.0,ENSP00000290354,O75828,30850.0
9606.ENSP00000345195,170.0,ENSP00000345195,Q9UHD9,65696.0
9606.ENSP00000262498,170.0,ENSP00000262498,Q9Y6A4,22774.0
9606.ENSP00000433919,170.0,ENSP00000433919,P54105,26215.0
9606.ENSP00000264663,170.0,ENSP00000264663,Q13423,113896.0
9606.ENSP00000355899,170.0,ENSP00000355899,Q9Y3B9,31484.0
9606.ENSP00000370625,170.0,ENSP00000370625,P30876,133897.0
9606.ENSP00000470034,170.0,ENSP00000470034,Q9Y314,33172.0
9606.ENSP00000356807,170.0,ENSP00000356807,O75663,31444.0
9606.ENSP00000316809,170.0,ENSP00000316809,Q00169,31806.0
9606.ENSP00000331748,170.0,ENSP00000331748,,
9606.ENSP00000382021,170.0,ENSP00000382021,Q9UIC8,38379.0
9606.ENSP00000254605,170.0,ENSP00000254605,O43159,50715.0
9606.ENSP00000444156,169.0,ENSP00000444156,Q6NXE6,54142.0
9606.ENSP00000307188,169.0,ENSP00000307188,P04424,51658.0
9606.ENSP00000381785,169.0,ENSP00000381785,Q6YN16,45395.0
9606.ENSP00000346300,169.0,ENSP00000346300,P46109,33777.0
9606.ENSP00000420682,169.0,ENSP00000420682,Q9H974,46713.0
9606.ENSP00000373404,169.0,ENSP00000373404,Q5T653,33301.0
9606.ENSP00000216277,169.0,ENSP00000216277,P51003,82843.0
9606.ENSP00000333948,169.0,ENSP00000333948,Q86WX3,15434.0
9606.ENSP00000263121,169.0,ENSP00000263121,A0A0G2JRV3,38770.0
9606.ENSP00000328023,169.0,ENSP00000328023,P08240,69811.0
9606.ENSP00000324205,169.0,ENSP00000324205,Q9BY43,25098.0
9606.ENSP00000362638,169.0,ENSP00000362638,P49006,19529.0
9606.ENSP00000290429,169.0,ENSP00000290429,Q8IVS2,42962.0
9606.ENSP00000245838,169.0,ENSP00000245838,Q8NI27,182775.0
9606.ENSP00000317473,169.0,ENSP00000317473,P53611,36924.0
9606.ENSP00000358060,169.0,ENSP00000358060,Q9BW92,81036.0
9606.ENSP00000398882,169.0,ENSP00000398882,Q9BU89,32904.0
9606.ENSP00000264649,169.0,ENSP00000264649,Q93050,96413.0
9606.ENSP00000405068,169.0,ENSP00000405068,P78316,97668.0
9606.ENSP00000418397,169.0,ENSP00000418397,A0A0A0MT83,46319.0
9606.ENSP00000291576,169.0,ENSP00000291576,Q15269,102452.0
9606.ENSP00000312250,169.0,ENSP00000312250,Q9BRR6,54089.0
9606.ENSP00000392617,169.0,ENSP00000392617,Q92925,58921.0
9606.ENSP00000348984,169.0,ENSP00000348984,P18583,263830.0
9606.ENSP00000417378,169.0,ENSP00000417378,Q16864,13370.0
9606.ENSP00000318480,169.0,ENSP00000318480,Q96TA2,86455.0
9606.ENSP00000339637,169.0,ENSP00000339637,Q6PJG6,88119.0
9606.ENSP00000375892,169.0,ENSP00000375892,P31751,55769.0
9606.ENSP00000348089,169.0,ENSP00000348089,Q03468,168416.0
9606.ENSP00000301246,169.0,ENSP00000301246,Q9GZP8,10897.0
9606.ENSP00000359988,169.0,ENSP00000359988,Q05519,53542.0
9606.ENSP00000229179,169.0,ENSP00000229179,P57740,106374.0
9606.ENSP00000369391,169.0,ENSP00000369391,O75818,41834.0
9606.ENSP00000378368,169.0,ENSP00000378368,Q14254,47064.0
9606.ENSP00000370194,169.0,ENSP00000370194,O60547,41950.0
9606.ENSP00000279263,169.0,ENSP00000279263,O76062,46406.0
9606.ENSP00000254770,169.0,ENSP00000254770,Q9NS86,50854.0
9606.ENSP00000338348,169.0,ENSP00000338348,P60604,18566.0
9606.ENSP00000369682,169.0,ENSP00000369682,Q9BYN8,24212.0
9606.ENSP00000354848,169.0,ENSP00000354848,Q96EK5,71814.0
9606.ENSP00000267425,169.0,ENSP00000267425,Q86U38,69438.0
9606.ENSP00000475168,169.0,ENSP00000475168,O15258,22958.0
9606.ENSP00000386788,169.0,ENSP00000386788,Q969T4,22913.0
9606.ENSP00000444029,169.0,ENSP00000444029,P49790,153938.0
9606.ENSP00000276201,169.0,ENSP00000276201,Q9BZI7,57762.0
9606.ENSP00000250124,169.0,ENSP00000250124,O75352,26638.0
9606.ENSP00000339532,169.0,ENSP00000339532,Q9BV44,57003.0
9606.ENSP00000405674,169.0,ENSP00000405674,Q9UMY1,29426.0
9606.ENSP00000290208,169.0,ENSP00000290208,Q7Z7H8,29283.0
9606.ENSP00000377914,169.0,ENSP00000377914,Q6FI81,33582.0
9606.ENSP00000264515,169.0,ENSP00000264515,Q15291,59153.0
9606.ENSP00000379346,169.0,ENSP00000379346,Q9H2P0,123563.0
9606.ENSP00000231368,169.0,ENSP00000231368,Q9UIQ6,117349.0
9606.ENSP00000273783,169.0,ENSP00000273783,,
9606.ENSP00000379721,169.0,ENSP00000379721,P40818,127523.0
9606.ENSP00000468927,169.0,ENSP00000468927,Q9UGK3,44894.0
9606.ENSP00000261769,169.0,ENSP00000261769,P12830,97456.0
9606.ENSP00000366748,169.0,ENSP00000366748,Q9Y679,45787.0
9606.ENSP00000399403,169.0,ENSP00000399403,Q9H0B6,68935.0
9606.ENSP00000362105,169.0,ENSP00000362105,Q9Y3A2,30447.0
9606.ENSP00000380037,169.0,ENSP00000380037,Q8N6M3,29855.0
9606.ENSP00000356599,169.0,ENSP00000356599,Q9H497,46199.0
9606.ENSP00000268482,169.0,ENSP00000268482,Q92620,140503.0
9606.ENSP00000374455,169.0,ENSP00000374455,Q13501,47687.0
9606.ENSP00000261308,169.0,ENSP00000261308,Q96BP3,73575.0
9606.ENSP00000251636,169.0,ENSP00000251636,Q7Z478,155236.0
9606.ENSP00000309142,169.0,ENSP00000309142,Q6L8Q7,67352.0
9606.ENSP00000267935,169.0,ENSP00000267935,Q9H0A8,21764.0
9606.ENSP00000412324,169.0,ENSP00000412324,Q13362,61061.0
9606.ENSP00000368887,169.0,ENSP00000368887,Q9NWT1,43964.0
9606.ENSP00000303482,168.0,ENSP00000303482,Q9H6H4,29395.0
9606.ENSP00000353475,168.0,ENSP00000353475,O95471,22418.0
9606.ENSP00000347719,168.0,ENSP00000347719,Q9BTW9,132600.0
9606.ENSP00000318641,168.0,ENSP00000318641,Q68E01,118070.0
9606.ENSP00000480821,168.0,ENSP00000480821,Q86X29,71439.0
9606.ENSP00000301788,168.0,ENSP00000301788,P62487,19294.0
9606.ENSP00000412302,168.0,ENSP00000412302,O95983,32844.0
9606.ENSP00000218089,168.0,ENSP00000218089,Q8N3U4,141326.0
9606.ENSP00000358616,168.0,ENSP00000358616,O75940,26711.0
9606.ENSP00000359295,168.0,ENSP00000359295,Q01658,19444.0
9606.ENSP00000367028,168.0,ENSP00000367028,Q13428,152106.0
9606.ENSP00000413606,168.0,ENSP00000413606,Q15833,66453.0
9606.ENSP00000000412,168.0,ENSP00000000412,P20645,30993.0
9606.ENSP00000354762,168.0,ENSP00000354762,Q9Y2R0,11731.0
9606.ENSP00000480186,168.0,ENSP00000480186,A0A087WWF6,54695.0
9606.ENSP00000333633,168.0,ENSP00000333633,Q13330,80786.0
9606.ENSP00000300403,168.0,ENSP00000300403,Q9ULW0,85653.0
9606.ENSP00000286648,168.0,ENSP00000286648,P27707,30519.0
9606.ENSP00000233627,168.0,ENSP00000233627,O75251,23564.0
9606.ENSP00000280551,168.0,ENSP00000280551,O94855,113010.0
9606.ENSP00000432568,168.0,ENSP00000432568,O15020,271325.0
9606.ENSP00000283195,168.0,ENSP00000283195,P49792,358199.0
9606.ENSP00000309092,168.0,ENSP00000309092,Q9Y5P6,39834.0
9606.ENSP00000265069,168.0,ENSP00000265069,Q96KR1,117012.0
9606.ENSP00000265594,168.0,ENSP00000265594,Q96RQ3,80473.0
9606.ENSP00000416097,168.0,ENSP00000416097,A0A6Q8KRG2,111658.0
9606.ENSP00000292363,168.0,ENSP00000292363,Q9BV68,33861.0
9606.ENSP00000222511,168.0,ENSP00000222511,A4D1E9,42933.0
9606.ENSP00000444171,168.0,ENSP00000444171,Q8NCL4,71159.0
9606.ENSP00000273064,168.0,ENSP00000273064,Q92600,33631.0
9606.ENSP00000353575,168.0,ENSP00000353575,Q9NR50,50240.0
9606.ENSP00000219481,168.0,ENSP00000219481,Q9NUI1,30778.0
9606.ENSP00000360269,168.0,ENSP00000360269,P09758,35709.0
9606.ENSP00000200135,168.0,ENSP00000200135,O43264,88829.0
9606.ENSP00000343701,168.0,ENSP00000343701,P52294,60222.0
9606.ENSP00000320663,168.0,ENSP00000320663,Q9HC35,108916.0
9606.ENSP00000368605,168.0,ENSP00000368605,Q9Y305,49902.0
9606.ENSP00000448182,168.0,ENSP00000448182,Q8TC07,79491.0
9606.ENSP00000340691,168.0,ENSP00000340691,Q13541,12580.0
9606.ENSP00000357292,168.0,ENSP00000357292,Q9NRR5,63853.0
9606.ENSP00000319531,168.0,ENSP00000319531,P23434,18885.0
9606.ENSP00000253083,168.0,ENSP00000253083,O75146,119388.0
9606.ENSP00000384259,168.0,ENSP00000384259,Q9Y4P1,44294.0
9606.ENSP00000315702,168.0,ENSP00000315702,Q9Y3A3,26032.0
9606.ENSP00000239891,168.0,ENSP00000239891,Q9Y673,36946.0
9606.ENSP00000326261,168.0,ENSP00000326261,Q8IYB3,102335.0
9606.ENSP00000247020,168.0,ENSP00000247020,Q99470,23026.0
9606.ENSP00000397927,168.0,ENSP00000397927,F6VRR5,48104.0
9606.ENSP00000353094,168.0,ENSP00000353094,A0A5F9UP49,40937.0
9606.ENSP00000345083,168.0,ENSP00000345083,P46734,39318.0
9606.ENSP00000401831,168.0,ENSP00000401831,Q96CM8,68125.0
9606.ENSP00000362751,168.0,ENSP00000362751,Q9Y3P9,121737.0
9606.ENSP00000283882,168.0,ENSP00000283882,Q9UEE9,33593.0
9606.ENSP00000351813,168.0,ENSP00000351813,Q9NX47,31232.0
9606.ENSP00000359042,168.0,ENSP00000359042,Q5VTL8,64468.0
9606.ENSP00000356864,168.0,ENSP00000356864,O14880,16516.0
9606.ENSP00000376899,168.0,ENSP00000376899,Q9P2B2,98556.0
9606.ENSP00000359339,168.0,ENSP00000359339,Q8N884,58814.0
9606.ENSP00000311713,168.0,ENSP00000311713,O95747,58022.0
9606.ENSP00000279068,168.0,ENSP00000279068,Q9BX40,42071.0
9606.ENSP00000263346,168.0,ENSP00000263346,Q9BQ70,76667.0
9606.ENSP00000256897,167.0,ENSP00000256897,P51946,37643.0
9606.ENSP00000229633,167.0,ENSP00000229633,Q9NQE9,20361.0
9606.ENSP00000366135,167.0,ENSP00000366135,Q01780,100831.0
9606.ENSP00000364595,167.0,ENSP00000364595,Q92982,16345.0
9606.ENSP00000253794,167.0,ENSP00000253794,Q9BRG1,20748.0
9606.ENSP00000295491,167.0,ENSP00000295491,Q9Y3D5,15850.0
9606.ENSP00000325421,167.0,ENSP00000325421,Q9H300,42190.0
9606.ENSP00000251496,167.0,ENSP00000251496,Q9BPX3,114334.0
9606.ENSP00000423822,167.0,ENSP00000423822,Q8TED1,23881.0
9606.ENSP00000385923,167.0,ENSP00000385923,Q02818,53879.0
9606.ENSP00000432487,167.0,ENSP00000432487,Q96ER3,53558.0
9606.ENSP00000297990,167.0,ENSP00000297990,Q9H6R4,127593.0
9606.ENSP00000215730,167.0,ENSP00000215730,O95721,28970.0
9606.ENSP00000413572,167.0,ENSP00000413572,Q9NVX2,53320.0
9606.ENSP00000309163,167.0,ENSP00000309163,Q9Y256,35833.0
9606.ENSP00000369461,167.0,ENSP00000369461,O75521,43585.0
9606.ENSP00000317904,167.0,ENSP00000317904,P13807,83786.0
9606.ENSP00000310208,167.0,ENSP00000310208,Q9Y289,68642.0
9606.ENSP00000393313,167.0,ENSP00000393313,Q9UBC2,94255.0
9606.ENSP00000306625,167.0,ENSP00000306625,Q9BZE9,60183.0
9606.ENSP00000286835,167.0,ENSP00000286835,O95104,125869.0
9606.ENSP00000297135,167.0,ENSP00000297135,Q9UP83,94901.0
9606.ENSP00000240617,167.0,ENSP00000240617,Q6P4A8,63255.0
9606.ENSP00000449756,167.0,ENSP00000449756,F8VX04,56195.0
9606.ENSP00000338814,167.0,ENSP00000338814,Q9UL15,51200.0
9606.ENSP00000443631,167.0,ENSP00000443631,Q01970,138799.0
9606.ENSP00000238497,167.0,ENSP00000238497,O75351,49302.0
9606.ENSP00000369217,167.0,ENSP00000369217,Q9Y4X5,64118.0
9606.ENSP00000282412,167.0,ENSP00000282412,O75688,52643.0
9606.ENSP00000334553,167.0,ENSP00000334553,Q13356,58823.0
9606.ENSP00000245934,167.0,ENSP00000245934,Q92797,141148.0
9606.ENSP00000442464,167.0,ENSP00000442464,A0A0A0MTJ9,49881.0
9606.ENSP00000364589,167.0,ENSP00000364589,Q13619,87680.0
9606.ENSP00000292616,167.0,ENSP00000292616,Q9UFC0,70861.0
9606.ENSP00000439170,167.0,ENSP00000439170,Q15813,59346.0
9606.ENSP00000356563,167.0,ENSP00000356563,P56589,42140.0
9606.ENSP00000353590,167.0,ENSP00000353590,P35580,228999.0
